Date,Close
1/3/2023 16:00:00,26.73
1/4/2023 16:00:00,27.68
1/5/2023 16:00:00,27.56
1/6/2023 16:00:00,28.73
1/9/2023 16:00:00,29.31
1/10/2023 16:00:00,29.44
1/11/2023 16:00:00,29.85
1/12/2023 16:00:00,30.29
1/13/2023 16:00:00,30.11
1/17/2023 16:00:00,29.6
1/18/2023 16:00:00,28.81
1/19/2023 16:00:00,28.42
1/20/2023 16:00:00,29.22
1/23/2023 16:00:00,30.27
1/24/2023 16:00:00,29.92
1/25/2023 16:00:00,29.7
1/26/2023 16:00:00,30.09
1/27/2023 16:00:00,28.16
1/30/2023 16:00:00,27.95
1/31/2023 16:00:00,28.26
2/1/2023 16:00:00,29.07
2/2/2023 16:00:00,30.19
2/3/2023 16:00:00,30.32
2/6/2023 16:00:00,28.69
2/7/2023 16:00:00,29.05
2/8/2023 16:00:00,28.24
2/9/2023 16:00:00,27.73
2/10/2023 16:00:00,27.8
2/13/2023 16:00:00,28.55
2/14/2023 16:00:00,28.64
2/15/2023 16:00:00,28.85
2/16/2023 16:00:00,28.2
2/17/2023 16:00:00,27.61
2/21/2023 16:00:00,26.06
2/22/2023 16:00:00,25.47
2/23/2023 16:00:00,25.61
2/24/2023 16:00:00,25.14
2/27/2023 16:00:00,24.9
2/28/2023 16:00:00,24.93
3/1/2023 16:00:00,25.33
3/2/2023 16:00:00,26.2
3/3/2023 16:00:00,26.4
3/6/2023 16:00:00,25.99
3/7/2023 16:00:00,25.53
3/8/2023 16:00:00,25.98
3/9/2023 16:00:00,26.44
3/10/2023 16:00:00,27.22
3/13/2023 16:00:00,26.95
3/14/2023 16:00:00,28.01
3/15/2023 16:00:00,28.41
3/16/2023 16:00:00,30.18
3/17/2023 16:00:00,29.81
3/20/2023 16:00:00,29.16
3/21/2023 16:00:00,28.46
3/22/2023 16:00:00,28.13
3/23/2023 16:00:00,29.03
3/24/2023 16:00:00,29.36
3/27/2023 16:00:00,29.18
3/28/2023 16:00:00,29.29
3/29/2023 16:00:00,31.52
3/30/2023 16:00:00,32.09
3/31/2023 16:00:00,32.67
4/3/2023 16:00:00,32.89
4/4/2023 16:00:00,33.1
4/5/2023 16:00:00,32.83
4/6/2023 16:00:00,32.81
4/10/2023 16:00:00,32.52
4/11/2023 16:00:00,32.35
4/12/2023 16:00:00,32.02
4/13/2023 16:00:00,32.13
4/14/2023 16:00:00,31.89
4/17/2023 16:00:00,32.14
4/18/2023 16:00:00,31.83
4/19/2023 16:00:00,31.15
4/20/2023 16:00:00,30.86
4/21/2023 16:00:00,30.3
4/24/2023 16:00:00,29.66
4/25/2023 16:00:00,28.88
4/26/2023 16:00:00,29.05
4/27/2023 16:00:00,29.86
4/28/2023 16:00:00,31.06
5/1/2023 16:00:00,30.3
5/2/2023 16:00:00,29.77
5/3/2023 16:00:00,30.65
5/4/2023 16:00:00,31.24
5/5/2023 16:00:00,30.99
5/8/2023 16:00:00,30.77
5/9/2023 16:00:00,30.1
5/10/2023 16:00:00,29.97
5/11/2023 16:00:00,28.86
5/12/2023 16:00:00,28.95
5/15/2023 16:00:00,29.8
5/16/2023 16:00:00,29.22
5/17/2023 16:00:00,28.87
5/18/2023 16:00:00,29.68
5/19/2023 16:00:00,29.93
5/22/2023 16:00:00,30.28
5/23/2023 16:00:00,29.51
5/24/2023 16:00:00,29
5/25/2023 16:00:00,27.4
5/26/2023 16:00:00,29
5/30/2023 16:00:00,29.99
5/31/2023 16:00:00,31.44
6/1/2023 16:00:00,31.13
6/2/2023 16:00:00,31.31
6/5/2023 16:00:00,29.86
6/6/2023 16:00:00,30.96
6/7/2023 16:00:00,31.28
